id,title,description,creationDate,lastModifiedDate,startDate,dueDate,completedDate,estimationTime,status,priority,progress,updatedBy,createdBy,projectId,userStory,totalTimeSpent,assignedUserIds,tags,dependencies
249,Migrate API endpoint,Migrate API endpoint. Partner if trade bad gas finish president report. Popular even know television guy only whole including. Take by doctor edge.,2025-03-10,2025-03-12,2025-03-14,2025-03-22,,155,CANCELED,MEDIUM,20.76,84eb0814-e11b-40de-9cac-3b2a7ee5d40c,bac99bd2-5928-4988-bd78-4acc34addb88,1090,2083,0,"ff0a8212-ea8f-4f55-9fe6-405943466d12,ab9743c3-d4fe-4c05-85a0-fbd47820615e,5331059f-8a1d-4ce7-9c32-df74897fe252",ux,
250,Implement database model,Implement database model. Cold billion as these nature. Side model you.,2025-04-19,2025-04-22,2025-04-24,2025-05-02,,203,CANCELED,HIGH,47.56,19b96d69-5beb-48c1-8473-0fc9a6832c02,6e262177-a0c1-4cff-842e-7e0f51b3852d,1054,2001,0,"2251254a-b4af-491f-aa4d-86d843cf809c,0660071a-fe85-4535-a925-cee8e5e774ab,042598ed-3c4b-4e66-974d-5e9d8c2385be","frontend,backend,testing",
251,Add user service,Add user service. Choice pressure those finally easy exist phone capital. Agreement professional team foot.,2025-02-16,2025-02-16,2025-02-21,2025-02-24,,127,IN_PROGRESS,HIGH,67.66,bfc49587-fe6f-4e72-8ede-d74d85c01a29,ccfbf42b-b473-436e-a1ae-01bc9ec5ea32,1057,2013,66,"5c789c15-1600-4bf4-bc35-c134dcfa85a9,2af42d65-0d07-4896-ad59-5e0f980e56bb,a829a15f-d362-424a-bf1a-55a05e812753","docker,ux,cloud","53,193"
252,Migrate unit tests,Migrate unit tests. Various nature career way much opportunity lead. Itself policy move training loss dinner become. Hand employee field a spring.,2025-03-24,2025-03-26,2025-03-28,2025-04-06,,331,IN_PROGRESS,LOW,65.78,7f5cbaf3-6517-4762-9a38-08374040a666,61c21093-09a7-436f-a1b9-f701caf3aaca,1001,2095,236,"00c914b5-15f8-4be9-8c79-75fa15f65a8c,19263063-48c0-41f9-b056-5d09f06e0106,212f2938-8713-4167-bc0b-4d21581612c6","cloud,ci/cd",
253,Improve backend service,Improve backend service. Expert movement reach man sense federal. Something others someone nature country think.,2025-04-29,2025-04-30,2025-05-02,2025-05-08,,238,CANCELED,LOW,73.11,9c306f2d-2d34-4216-8eef-3f3d213113ae,94002d0c-0b68-4fd0-8602-8be455109440,1023,2022,0,"f26caee3-76eb-4a40-bafa-89377045f1fa,eb194802-a5d6-43f1-af8a-8e910448b2c7","ux,frontend,testing","247,50,76"
254,Refactor user service,Refactor user service. Clear say hope her enjoy. Personal might son party really even. Speak include table consumer face PM pay.,2025-03-20,2025-03-21,2025-03-22,2025-04-02,,325,COMPLETED,HIGH,100.0,533da827-ee7a-44ff-8c14-cf1ea5ae880c,b4c49ba9-1014-480e-af82-d104095bb671,1076,2006,308,55639ea7-85ad-41c1-bb7b-4bb173db0b7a,"ci/cd,docker,api","182,240"
255,Implement database model,Implement database model. Could affect anyone movement control bill especially. Road do character management game find. Your less social form such weight argue. Author like court success stage stock.,2025-03-04,2025-03-05,2025-03-08,2025-03-19,2025-03-08,232,COMPLETED,CRITICAL,100.0,c259e9e6-c8fb-4388-8f2d-e5fec5d2581b,161c7b85-3cd0-4cde-a997-acd9dd537af2,1069,2068,172,"595f6d06-de71-41e1-9500-c1e5bb5bda25,a934657b-c67f-4ba3-94de-01687907893a,75fed6bd-5cca-492e-b3a0-c4e428e5eee3","frontend,security",202
256,Improve database model,Improve database model. Side kitchen scene almost leave side. Program decade home which view city rock.,2025-02-17,2025-02-20,2025-02-18,2025-03-03,2025-02-18,135,COMPLETED,LOW,100.0,a258f4e3-7ca0-407e-a63f-83f533a9aa85,2e590ab1-6612-4f9c-bb3b-4aaf35a47744,1014,2085,119,"6f57cdfe-34b3-44dc-b900-7ef7a539a97f,e7a7d3c3-0fb7-4d9a-917c-168f78e2ac02,8f724c28-5a6d-4c9d-99f4-4c65fd09d195","performance,cloud",
257,Fix database model,Fix database model. Business loss federal growth appear project wind. Plan foot cold everybody build. Across among situation little other.,2025-04-19,2025-04-21,2025-04-23,2025-05-05,,94,IN_PROGRESS,LOW,90.68,d8e929f7-6844-4090-aa07-1fae97e2c7b7,9ff539c5-e094-4718-a464-fa89b40c323e,1066,2098,92,"5bdb6e0a-af3f-4e77-b886-f8fe1299bc96,98000f21-8fc6-419e-bcdc-9eae4147f8d9,835d7a70-9ee0-467d-b54b-f8694635373a","ux,kubernetes",
258,Update database model,Update database model. Citizen before peace us young. Art green child movie blue maintain first next.,2025-03-14,2025-03-15,2025-03-14,2025-03-21,,159,CANCELED,CRITICAL,8.15,ccaf5293-8ed2-4c7e-8c43-a3e4b0480f0b,8cac62b6-8168-4bfe-8426-f5d8227d16d7,1013,2026,0,"3cdd59da-400e-40da-b692-cb13c8eb7dd4,e275ca09-34d7-41bf-9fb3-c400dd6bfcd2,c0d3e932-663a-49b3-b240-9165bcf99ad3","kubernetes,testing,frontend","4,34,108"
259,Improve authentication module,Improve authentication module. Run again help right economy always. Next my majority note myself food. Every story trial never attention choice fast.,2025-04-09,2025-04-12,2025-04-10,2025-04-13,,98,BLOCKED,CRITICAL,7.25,168d00aa-c214-4642-9c62-68a13f4da22b,5513e640-c999-4073-b690-30511eb5751e,1057,2080,6,"d7a6387b-207a-4aa8-8bb9-696cd01a31dd,02cba61f-34f2-4853-bcc4-db2bf75f4c13","testing,security",117
260,Fix backend service,Fix backend service. Law simply media safe third people. Simply draw return probably much hold. Raise she child executive important focus benefit.,2025-03-03,2025-03-03,2025-03-08,2025-03-12,,45,ARCHIVED,HIGH,74.84,43a56879-d65b-4975-a792-30840ccb127e,73b044e4-bc25-42ea-87f1-f485fdd57b09,1100,2087,34,,"ci/cd,frontend",
261,Fix email system,Fix email system. Strong candidate them. Blood court all politics home.,2025-04-10,2025-04-12,2025-04-13,2025-04-22,,60,BLOCKED,MEDIUM,52.81,6746962a-eca5-4358-8da2-f0970aeefeb1,7543236b-3404-4e39-a22a-4d47061fb943,1038,2086,4,"271eacef-44ce-4cdb-8094-6919f8ac6f10,cf984268-20ae-481a-bade-b7ba0777ed3b,111fb292-1ba2-4619-8a32-afc327f0e854","docker,security,backend",
262,Fix authentication module,Fix authentication module. Red eight hand paper audience us decade man. Life police guess sea. State some around pay more same.,2025-03-25,2025-03-27,2025-03-29,2025-04-03,,123,TODO,MEDIUM,59.07,2cbd7edb-8ceb-4e47-b20a-d96c19196ac0,d8b791d4-2480-46e7-ba5f-adcc4ceab52f,1095,2094,0,4a341137-3d4a-4386-812c-394e5d672a1c,"security,cloud,testing",
263,Refactor API endpoint,Refactor API endpoint. War whether best rise. History cover prevent now way next newspaper.,2025-04-28,2025-04-28,2025-05-02,2025-05-07,,338,IN_PROGRESS,HIGH,82.64,f805897a-d1f7-4a4f-b6a4-5f69dc3e72e0,56f40670-aa13-4c6a-8ae3-3361032a9a55,1012,2025,218,"a3adcee6-24dc-4c80-b73e-b55f8db36a85,81b7ab41-d8d3-4e02-8e1b-76a61551d1c8","ci/cd,performance,security","28,237,38"
264,Implement unit tests,Implement unit tests. Group learn professor third coach Congress husband. Price move outside value total nearly.,2025-04-19,2025-04-21,2025-04-24,2025-05-07,,218,IN_PROGRESS,MEDIUM,6.91,8db68894-099b-4dbf-9e9e-92a0f7a18b31,a9ec2707-f68e-431d-96ff-a5cf1ca9edc1,1072,2072,14,"c6bf1e9b-0f80-4536-a6fc-39270542df22,0deb1687-f715-4e92-ad9b-a1ad0dd6b4a3","security,testing",
265,Design unit tests,Design unit tests. Share issue rise part none degree. Unit effect which language however risk work. Administration career three according worker Democrat fire sign.,2025-03-09,2025-03-12,2025-03-11,2025-03-17,,182,IN_PROGRESS,HIGH,13.3,0e840c4b-80ed-44af-9d52-0cd9dd06a042,d41b837a-f374-436b-b701-78cd06a1ea86,1099,2039,25,"4377dcde-324e-458f-ba79-a2ac90556826,24eb85df-6eda-401f-8faa-a30b570e9c28","ux,frontend",
266,Refactor logging mechanism,Refactor logging mechanism. Memory number occur behind leave choose enter. Economic eight feel now notice design baby foot.,2025-04-13,2025-04-13,2025-04-17,2025-04-21,2025-04-17,143,COMPLETED,LOW,100.0,4797308e-d151-4055-b0d2-3723e06a11e7,29d349b7-ebb9-415e-867d-6081578b3520,1064,2080,129,c97d771b-1704-4172-8937-888fc925c76c,ci/cd,
267,Migrate unit tests,Migrate unit tests. Stay ready office traditional organization feel room. High sister two free they its us.,2025-03-24,2025-03-25,2025-03-28,2025-04-03,,278,TODO,HIGH,88.5,bcb46391-86b5-4fb7-b896-7fea0a0bd33a,afc41b6d-4189-4fa0-a67f-577444a65980,1050,2028,0,"aefc283a-e569-4088-a1ff-9bd9cb57a7e2,0b4deffa-4bc3-4190-8105-9f4bf7aba29f,3c08452e-a7a7-4705-a34e-104a3112b72f","kubernetes,api,devops",
268,Improve logging mechanism,Improve logging mechanism. Up plant place approach modern floor north force. Check purpose young wife send.,2025-02-17,2025-02-18,2025-02-21,2025-02-25,,62,BLOCKED,MEDIUM,65.61,eaf8e2a6-b869-4a0a-8ecb-02f7eb7c06f4,0c6662a3-0a50-48c3-b7bf-8defc5f0231c,1057,2020,10,"4fef9733-15a2-4613-9dc0-4567ebf574ed,dd964799-9214-40ea-84f1-9678726300b8,012fc13c-3ad3-418a-aed6-550e67c0220d",ci/cd,
269,Integrate database model,Integrate database model. Develop face hour car. Live seat nature energy. Maybe similar candidate care nice maintain.,2025-04-02,2025-04-04,2025-04-07,2025-04-12,,77,CANCELED,HIGH,21.66,85f0afe3-9ac0-4f85-b455-078c1f4eec44,35ac0ef2-27be-4606-962a-1f5cb38f130c,1029,2005,0,315200e1-7358-4a6d-a8ff-8311e168ce1a,"cloud,ux,security",
270,Improve security layer,Improve security layer. Night young modern drug entire. Food under become public interest give. General pretty show college glass start.,2025-04-10,2025-04-12,2025-04-13,2025-04-16,,240,TODO,MEDIUM,95.88,fba854d1-5b79-4322-afa2-4e80c4f6e715,26ac96af-9b23-4308-9e5c-86414cadb428,1048,2083,0,"cf51980c-fdcc-47d4-a97e-4f39ad16a1b9,036bb48b-7d3a-494c-953b-ef0cb2419545","security,ci/cd",
271,Design API endpoint,Design API endpoint. Certainly and stand current health serious table both. Drug per challenge. Add really born late age.,2025-04-24,2025-04-27,2025-04-24,2025-05-05,2025-04-24,230,COMPLETED,CRITICAL,100.0,d4132ae8-c983-4c2b-b9bb-78160a02de5d,3f4bcccd-7228-435f-9e3f-9b22061889be,1077,2000,221,"23feca6e-dd2a-4e16-8a74-082010eef612,fbe1f2cc-d150-411c-8a26-9dd6165b6365","devops,performance,kubernetes",
272,Update user service,Update user service. Data model else low role. Reason property heavy town. Analysis color exist smile peace apply pressure.,2025-02-26,2025-02-27,2025-03-02,2025-03-15,2025-03-02,74,COMPLETED,CRITICAL,100.0,c5c14fe2-fabc-41db-8f1a-f3f368f19d4f,959db13c-e9f6-478e-a5f8-190e59eb5220,1042,2092,63,7160304e-9238-4538-987d-69bdde4c320c,performance,
273,Refactor UI component,Refactor UI component. Produce production tree growth blue fall. Discuss herself with between firm term.,2025-02-06,2025-02-06,2025-02-09,2025-02-15,,84,ARCHIVED,MEDIUM,24.12,380b91f3-d9d1-4350-a213-86a65d857ccf,a5bdcccb-990f-4233-9619-168e9a5d595b,1007,2021,18,9d8cb9e2-dcef-4489-a7de-ca8be16e78c1,"devops,ux",
274,Fix unit tests,Fix unit tests. Current whom night Republican. Easy morning four.,2025-03-29,2025-04-01,2025-04-02,2025-04-14,,48,CANCELED,MEDIUM,21.44,8143aefb-5fd9-4199-a279-b6d5ef585325,f70e1c33-47f3-435d-a56e-13ea5d434c4b,1028,2052,0,"1fe742c6-5e21-4727-aca6-925c8f3822b4,0944f0bc-fc95-492c-9532-daa8c8167f5f","devops,ci/cd,kubernetes",
275,Improve email system,Improve email system. Get goal personal. You without every artist election.,2025-03-16,2025-03-16,2025-03-20,2025-03-27,,212,IN_PROGRESS,MEDIUM,58.47,cd031e4a-06d0-4aa2-8e36-adeb7bf26f14,30f4619a-2edc-4bf5-960e-5546ff879fcc,1066,2064,117,abf30f15-c311-42b0-9250-73e5c48fa60e,"testing,devops,ci/cd",
276,Fix logging mechanism,Fix logging mechanism. We difficult game hotel case role minute.,2025-03-15,2025-03-18,2025-03-18,2025-03-30,,112,ARCHIVED,CRITICAL,100.0,307a5735-5735-4744-a199-21819e2ea729,22a7ec70-4af3-466f-8767-1a72b5b89db1,1047,2005,76,"ac9b02d5-d1c6-4a02-ab30-7d7335ca3968,3df46309-5c9f-4a9b-ae7d-3e405a2d48eb,29e9428c-e616-4c5e-a54c-1c8d99371a30","ux,testing,cloud",
277,Improve backend service,Improve backend service. Rather individual of interview fine painting last capital. Ok range dark catch. Travel involve training show prevent north citizen. Newspaper we brother fish.,2025-04-12,2025-04-15,2025-04-15,2025-04-30,,285,BLOCKED,HIGH,57.04,15799465-6c04-45f4-a022-209c882ab58d,d85bd4df-3fe7-42d1-8264-33dbba666424,1024,2000,27,"63761c3e-cadb-4d7d-b599-b7a31a7a56ef,e67ce425-d30d-4faf-8c3b-06cdcc6e09c2","kubernetes,backend,ci/cd",43
278,Update database model,Update database model. She they increase. Field seat start PM scene charge.,2025-05-02,2025-05-04,2025-05-06,2025-05-09,,114,BLOCKED,CRITICAL,35.86,6a0d4f70-bbec-494c-b378-2b59943d659c,5cb0223d-0cc4-4258-9350-0cd3251b32e0,1072,2046,8,"c430c8aa-73bc-4ea1-ba46-4dff1ba389e3,6ca284e5-50e8-4295-ac60-55ca10a2ec2d","api,docker,testing",
279,Integrate user service,Integrate user service. Continue several partner environment. Partner others discuss ago bag sister care.,2025-02-24,2025-02-26,2025-02-27,2025-03-10,,169,ARCHIVED,CRITICAL,55.35,a0a61ad4-4367-4715-82af-f5d9163ab340,b81f4ace-02ed-4cc8-ad55-bd801b01a9b8,1094,2017,93,"01ae07a1-eb45-469e-8b47-750db84e29c5,6023744b-ea49-4d03-8a75-552aa64002df,857fe554-00e3-4b40-8522-b06205cc605f","frontend,cloud,performance",
280,Migrate UI component,Migrate UI component. Republican hear system man case cover allow. Understand wear development. Serious at until worry term. Reach term thought into simply part station.,2025-04-29,2025-04-30,2025-04-30,2025-05-04,,204,IN_PROGRESS,CRITICAL,79.28,97e32c85-9842-4cb6-b332-56158a75e998,ce362750-4db1-4a95-8a56-3dd6104d4047,1081,2000,165,d6aa2486-3fb6-43b9-88e3-54c694be9995,devops,
281,Implement unit tests,Implement unit tests. Particularly score order modern then skin. Body lead there there early Mrs worker. Newspaper might piece.,2025-04-16,2025-04-19,2025-04-20,2025-04-29,,116,TODO,CRITICAL,36.71,53cc7b3b-07f2-4f1f-8bb6-21c6e8e95b9c,375edfaf-2bf2-4c77-af5d-b3aa9615ed39,1078,2083,0,"8d1b7b6a-79f1-4b1e-90d2-a2b2f2f22ee2,ba3f3555-a33e-4125-922f-8af176dcd8c1,33db594b-d2cb-411e-bb81-9f53d83b9485","api,ci/cd,backend",
282,Integrate authentication module,Integrate authentication module. Keep this similar experience coach. Party approach might central stop.,2025-02-10,2025-02-10,2025-02-11,2025-02-24,,122,BLOCKED,MEDIUM,84.21,257b36fb-09e4-4147-99e1-34e4ae657f83,015f037a-86d8-4b25-886d-a21d3094d093,1078,2021,23,f323704e-e682-4507-8f7d-184d2b0a07ff,"backend,security,cloud",
283,Design database model,Design database model. Both single visit receive career including late. Law to time think.,2025-03-21,2025-03-21,2025-03-22,2025-03-26,2025-03-22,277,COMPLETED,LOW,100.0,41e0875e-5757-407e-9f2e-8d08ed7bd6d9,81db89ae-aabe-4118-a0e1-81f90197c3a0,1011,2070,265,"601b6ee2-9c0f-4c2b-a77c-991cf88452bb,fcab600d-5c07-425b-a660-0d677be6dc53,d4d5957f-0377-4c33-b60c-b77638d03995","kubernetes,ux",
284,Update backend service,Update backend service. Reality trade someone responsibility but box. Plant be religious risk window partner civil.,2025-02-14,2025-02-16,2025-02-16,2025-02-24,2025-02-16,76,COMPLETED,MEDIUM,100.0,c7030806-8967-44c6-bfc0-305ed7f3eed9,4ca16ecf-1799-47d0-81b3-fef003077f18,1052,2064,74,77e71e66-6bb3-4ad7-996b-2c0969e7d79f,ux,
285,Migrate unit tests,Migrate unit tests. Should treatment not. Class certain shoulder anything. Finally shoulder land phone brother.,2025-03-31,2025-04-03,2025-04-02,2025-04-10,,0,TODO,CRITICAL,80.5,f7f50ab2-12f5-4fff-96ac-a63283d36de9,b854737f-c6c2-4346-816b-ec9874abd441,1098,2031,0,"0956f6e2-805b-480b-84f0-07b9e776d636,f398aee8-58b2-48e6-866f-456139282b04,dd4f2aa0-3dda-4602-ba37-1158de164cc2","performance,docker",
286,Implement unit tests,Implement unit tests. Performance education learn. Myself accept third down open little improve.,2025-02-18,2025-02-18,2025-02-22,2025-02-25,,92,BLOCKED,HIGH,37.88,7db87943-a366-43a4-968f-f723eaf93199,b0c461ea-c3f2-438a-a701-450da16b48f6,1031,2036,12,"eb5243cb-76bb-4212-ac1b-0a04c762b650,17d0638a-9437-42e7-9fa1-37b4fde8f089",testing,"118,162,212"
287,Refactor email system,Refactor email system. According think everything pick star debate continue area. Already take project study fear turn. Board year claim. Particularly reality organization skin concern.,2025-02-13,2025-02-14,2025-02-15,2025-02-19,,218,ARCHIVED,HIGH,35.0,9817b95e-abd9-405b-9515-7d5413f5de35,a3d8128c-b09a-4f64-9d2d-79be7d04d2f6,1026,2029,68,5cc3423b-6072-4603-8f38-fe5d638e30d1,cloud,"98,256,103"
288,Implement security layer,Implement security layer. Use behavior federal happy her attack. Successful assume likely business teacher forget. Modern receive partner body role pick. Low read value worry.,2025-03-22,2025-03-22,2025-03-24,2025-03-29,,233,TODO,CRITICAL,94.62,e2bf5fbd-0ca2-4881-a325-f885c4616670,89283ad8-a463-41d7-b2b2-adadcd52eda3,1047,2079,0,0e27a561-759d-4059-9592-0b975bd3341a,"performance,ci/cd",
289,Add UI component,Add UI component. Summer employee offer perhaps until pass market role. Manage conference participant remember without ability agency. Someone scene debate past increase animal glass south.,2025-03-05,2025-03-08,2025-03-08,2025-03-13,,92,ARCHIVED,LOW,74.27,a6ef23c8-8caa-4cd4-8c22-219eb6963636,d16c94cf-df18-4368-923b-99c46a21bf21,1064,2044,63,"4e1ff5c3-37f7-404b-b797-c8465e9b400a,adca4279-f2d1-47df-aeda-a154e82a212d","docker,devops",
290,Integrate database model,Integrate database model. Real effort attack feel nearly.,2025-02-26,2025-02-28,2025-02-26,2025-03-12,,259,ARCHIVED,HIGH,0.83,44b8d5d0-50f4-4435-9bee-e18c5f4608fb,2d520682-89b8-4778-976e-bb12ee2cb38a,1078,2033,2,c365254f-d54d-45f5-af45-b03db491055f,ux,
291,Improve database model,Improve database model. Rate game right pattern.,2025-04-21,2025-04-23,2025-04-23,2025-05-03,,107,ARCHIVED,CRITICAL,49.38,d43e27da-08c4-4dcf-a0c6-4deb6c5a0e02,455822ae-700d-4bbb-94ae-cd5203a6d8b6,1035,2057,49,"148b0777-9339-456f-8800-df27b5cd5e77,c7312129-b40c-4adf-9427-29ca86234ccb",ci/cd,
292,Implement unit tests,Implement unit tests. Form full public trouble something. Loss physical throughout Mr.,2025-02-08,2025-02-11,2025-02-12,2025-02-25,,144,IN_PROGRESS,CRITICAL,54.98,4a36a3d4-6e5a-44ab-bfb0-9689fae4eae0,c3c1d7a9-4425-41ac-baed-f1ccdf6ea4ab,1017,2080,70,71d1eb7d-31e6-4643-9c2b-d258729eadb3,"ux,security,performance","77,243,5"
293,Design security layer,Design security layer. Until argue minute north question new. Decade rate son. At chance subject fund heart move.,2025-03-10,2025-03-12,2025-03-14,2025-03-26,,339,TODO,HIGH,16.17,eca4dfe4-b057-4edb-a23f-7e57e69356fc,2d458230-2249-4124-a2fc-3d46ab134126,1046,2046,0,"bd6771b6-d4cf-4e89-8147-0b1ea1c4d620,75a0376a-e8e9-46c3-99f9-c2bd223e5449","ux,api,security","244,50"
294,Update backend service,Update backend service. Hope organization ten seem relate fire all including. Theory he stop few modern company hear. Sing tree kitchen.,2025-02-22,2025-02-24,2025-02-22,2025-03-02,,144,CANCELED,CRITICAL,64.34,2c1406df-fc79-42a5-aac7-ab98228e7fce,6f40f69e-e019-493a-a2a1-0ab61a58390b,1099,2094,0,,"frontend,testing",
295,Refactor database model,Refactor database model. Child future low them financial force show. State visit quality car. Least require mission.,2025-02-08,2025-02-08,2025-02-11,2025-02-24,,217,IN_PROGRESS,MEDIUM,62.5,da4709cf-39ed-4cd3-b5e1-f27a242027d0,f49fa8f9-92ef-4b9c-a588-d4084237182e,1043,2029,137,bb4e22a2-7244-47b2-9823-f2a7de455729,"security,docker",
296,Design unit tests,Design unit tests. Reach organization beautiful. Threat billion she seat against serve police.,2025-02-06,2025-02-09,2025-02-08,2025-02-20,,207,CANCELED,CRITICAL,77.32,91c6f61c-1ab8-4720-82ac-933ca736f4bf,a751c604-3b11-48fa-b405-0c80c2f8e2e7,1021,2023,0,"fb35883c-2623-41f3-ab74-c27f5c35a88b,2ed068ce-62b0-4228-b98e-8b3cefbb65cd,79389cf6-6cde-4687-a0ab-48efad75e46c",devops,
297,Implement API endpoint,Implement API endpoint. Court everybody five kid brother. Church boy when nice. Deal go five center.,2025-02-26,2025-03-01,2025-03-03,2025-03-10,,122,CANCELED,LOW,39.31,04beb9d1-322f-45f5-8751-f2b7837251a6,8d3fb5b6-a311-4f45-906d-60c9d653b4e1,1013,2033,0,ae9008a3-9c2e-4b13-9766-913ff3b66948,"devops,frontend,testing","281,28"
298,Integrate user service,Integrate user service. Each author party full kitchen candidate likely. Black approach interview.,2025-04-15,2025-04-18,2025-04-16,2025-04-30,2025-04-16,122,COMPLETED,CRITICAL,100.0,0ec02b49-ae2c-4e4c-ab67-a0b143f12040,001d7417-662a-4111-9548-5c3a700a6efd,1069,2034,103,"03975d4d-abe1-4c79-ab87-df708da85c3a,92dd3cd5-5663-4f75-b919-9a9c1d28b1c5","performance,devops,ux",183
299,Design logging mechanism,Design logging mechanism. Picture real knowledge green forward cup serve speak. Wind sense letter capital. Best financial popular short like water century. Election guy contain true form team foot maintain.,2025-02-23,2025-02-26,2025-02-27,2025-03-09,,267,CANCELED,MEDIUM,63.31,e992855c-99ba-45ea-8209-8a05d39d0a2c,23e2fadf-0fec-4a35-88bb-027c7a05fb1b,1011,2056,0,"7e664e8e-a8b2-4e93-b6bc-e65ebe794e09,8a6358eb-6e01-45e8-ae0b-4a44ff26f5a8","security,testing",
300,Migrate user service,Migrate user service. Goal leave color should. Offer meet if research blood news audience few. Husband including per nature wind himself future.,2025-02-12,2025-02-15,2025-02-14,2025-02-17,,207,TODO,CRITICAL,28.39,388fb8f3-73a7-45cc-acbd-11b5841ba0f5,3185b7ab-84e6-4f7b-a496-0219a56c1156,1038,2001,0,"cebf7890-a97c-468d-8bb1-59aff2e9b34f,ab8d02ea-6da7-426f-8f8e-6286ce4cceb3,443e691f-d2a2-4d76-b2cb-fc9236407b10","api,ci/cd",
301,Update UI component,Update UI component. Six itself skin name door production. School Republican student boy. Leg never state computer what attorney board sport. Force population article design catch oil.,2025-04-26,2025-04-26,2025-04-26,2025-05-07,2025-04-26,170,COMPLETED,CRITICAL,100.0,1cd6b0a8-68b4-48dc-95a6-12af1e2568a2,5349c751-ebe0-4099-b765-f2074aca036d,1080,2030,138,"b5f0e3d0-a525-4798-9539-5752f1c5f895,c6351661-b067-40a8-90e2-80ec98e39c51","ci/cd,docker,api","200,194,113"
302,Design API endpoint,Design API endpoint. Produce laugh factor past.,2025-04-20,2025-04-23,2025-04-25,2025-05-06,2025-04-25,110,COMPLETED,MEDIUM,100.0,1dd30949-d8e6-4bfd-8414-28ee3ce0b2b7,6f9252f0-4547-484c-908a-d8cc4100b2a1,1041,2002,80,"dbca44fd-27ba-4ba5-bbe4-779c0ecd6687,c2821032-2b2a-433d-9c0d-7cc1c1b2c65b,efe672ef-3cc9-469d-819c-c60ef565007d",backend,"234,232,140"
303,Add unit tests,Add unit tests. Race first now tree fight. Response trip wrong old particularly member.,2025-03-21,2025-03-21,2025-03-21,2025-03-26,,73,TODO,MEDIUM,70.8,d0e3c954-850e-4255-ad64-16e8c0ae2f50,9ab2b73c-ef5d-4931-998c-a018ace4531e,1001,2063,0,f9783731-2854-43ee-bb11-fb30b0b31fe3,security,
304,Fix database model,Fix database model. Artist too whose a nice. Body executive all it opportunity personal.,2025-04-29,2025-04-30,2025-05-02,2025-05-10,,57,BLOCKED,MEDIUM,83.51,e312de83-1697-4533-a7e3-08fe4147a3a4,6524cf4b-5a9f-4200-af32-b10aed22310c,1032,2048,9,"2e8eea3d-c873-46f0-bf56-e462504967ef,4eec7b02-a72a-4f06-aa89-482475151141",frontend,"37,279"
305,Integrate API endpoint,Integrate API endpoint. High nation production little could his. Style child young prove care author. Century those price.,2025-04-16,2025-04-18,2025-04-21,2025-04-27,,88,BLOCKED,HIGH,19.72,856b66b0-f06f-4b22-be16-d849b90a3f3e,18f30088-acc0-4328-a7b2-fd5f27fdebb6,1020,2080,11,"8edc92d2-a83e-43e1-9d2a-86b7b6d935f0,5f951e46-fde5-422a-b648-b582478bf76b,13a2bb76-6d97-4278-90b7-a1761d2b40b7","backend,ux,docker","107,243,200"
306,Update database model,Update database model. Politics indeed lay smile. Us perhaps lawyer interest star his difficult interesting.,2025-02-19,2025-02-22,2025-02-22,2025-03-07,2025-02-22,61,COMPLETED,HIGH,100.0,94e3d625-4894-4db0-a6ed-d2de7a3d4f90,1fa56841-8e12-46f3-a91a-85e3fd931fe8,1001,2021,58,"f57628b8-0ff8-480b-9f02-dad8f0a3716a,2ab98191-206f-4338-9143-160c0072baf7,18c0e0e6-bfd4-49f1-800d-cc396abe15eb","ci/cd,frontend",121
307,Integrate backend service,Integrate backend service. Suggest door maybe improve national happen within. Low happy oil which bag room money. Let back three because line.,2025-02-06,2025-02-08,2025-02-07,2025-02-10,,129,TODO,LOW,36.77,5d244572-42ab-44a3-a026-33f2ea995764,77562e04-32f4-4bdd-8d49-8a9800712a9c,1007,2045,0,1d64bd2c-7740-408d-911b-8be1c71f00e3,"devops,ux,frontend",256
308,Improve email system,Improve email system. Something fine apply gas sing light mention. Off former good within far cold reason.,2025-04-19,2025-04-19,2025-04-20,2025-04-28,,109,ARCHIVED,CRITICAL,2.11,5a7668fa-ba00-4cd0-ac7a-4d9fceacd1e9,916a0b75-5643-48fb-8b73-5cd13aa153bb,1090,2056,2,"52748d84-eea7-4f7b-b2ae-3d77415b1af5,20a881b9-ec36-48c5-9fc1-68618edb957e","api,ux,performance",
309,Improve email system,Improve email system. Employee picture official of prevent factor say. Expert bar measure.,2025-04-05,2025-04-06,2025-04-06,2025-04-17,2025-04-06,130,COMPLETED,LOW,100.0,2e39ac39-4fdb-4ca5-9f4f-3e0f474367fb,8938184a-7630-4955-be8e-23f2f55f2fba,1067,2019,149,"bfdc53d4-cecd-4b60-b580-e3ec45fa8bc3,44b93fa1-4601-47da-9e68-5380a790f34b,aaba2123-6090-4189-ad9f-114ae78fa709","api,kubernetes",
310,Migrate UI component,Migrate UI component. Car exactly tax add born. Travel school process have.,2025-04-29,2025-04-30,2025-05-02,2025-05-05,,149,CANCELED,HIGH,87.41,0bb1ba0d-c680-4f64-9402-bfed465dfd04,e300e021-dc07-441b-985f-6841cffc9732,1092,2008,0,"f9c1fdb3-27f5-48d4-8cf0-c33afdb0b90f,e1c95bdb-566e-4482-9828-a3b6c5f085ca","ux,testing,cloud",
